movie_id,title,genres,vote_average,vote_count
329833,Zoolander 2,['Comedy'],4.7,797
12634,The Big Bounce,"['Comedy', 'Crime']",5,76
10416,What Planet Are You From?,"['Comedy', 'Drama', 'Romance', 'ScienceFiction']",5.4,37
47327,Drive Angry,"['Fantasy', 'Thriller', 'Action', 'Crime']",5.3,600
15268,Street Fighter: The Legend of Chun-Li,"['Action', 'Adventure', 'ScienceFiction', 'Thriller']",3.9,112
10796,The One,"['Action', 'ScienceFiction', 'Thriller']",5.7,437
9548,The Adventures of Ford Fairlane,"['Action', 'Comedy', 'Thriller', 'Crime', 'Mystery']",6.2,71
18947,The Boat That Rocked,"['Drama', 'Comedy']",7.2,666
1900,Traffic,"['Thriller', 'Drama', 'Crime']",6.9,562
89,Indiana Jones and the Last Crusade,"['Adventure', 'Action']",7.6,3152
96724,Anna Karenina,"['Drama', 'Romance']",6.5,639
198184,Chappie,"['Crime', 'Action', 'ScienceFiction']",6.6,3062
9481,The Bone Collector,"['Drama', 'Mystery', 'Thriller', 'Crime']",6.5,826
4547,Panic Room,"['Crime', 'Drama', 'Thriller']",6.5,1267
53953,The Tooth Fairy,['Horror'],4.3,13
6415,Three Kings,"['Action', 'Adventure', 'Comedy']",6.6,692
181283,Child 44,"['Crime', 'Thriller']",6.1,547
9896,Rat Race,"['Adventure', 'Comedy']",6,518
167,K-PAX,"['Drama', 'ScienceFiction']",7.1,695
11232,Kate & Leopold,"['Comedy', 'Fantasy', 'Romance', 'ScienceFiction']",6,418
1636,Bedazzled,"['Fantasy', 'Comedy', 'Romance']",5.6,512
2148,The Cotton Club,"['Music', 'Drama', 'Crime', 'Romance']",6.6,68
5176,3:10 to Yuma,['Western'],6.9,1188
260346,Taken 3,"['Thriller', 'Action']",6.1,2200
1389,Out of Sight,"['Romance', 'Comedy', 'Crime']",6.5,333
9894,The Cable Guy,"['Comedy', 'Drama', 'Thriller']",5.7,594
7504,Earth,['Drama'],6.6,9
8592,Dick Tracy,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']",5.9,251
913,The Thomas Crown Affair,"['Drama', 'Crime', 'Romance']",6.6,339
11091,Riding in Cars with Boys,"['Comedy', 'Drama', 'Romance']",6.5,103
1368,First Blood,"['Action', 'Adventure', 'Thriller', 'War']",7.2,1488
593,Solaris,"['Drama', 'ScienceFiction', 'Adventure', 'Mystery']",7.7,357
5393,Happily N'Ever After,"['Animation', 'Comedy', 'Family', 'Fantasy', 'ScienceFiction']",4.6,104
9095,Mary Reilly,"['Drama', 'Horror', 'Thriller', 'Romance']",5.7,74
8874,My Best Friend's Wedding,"['Comedy', 'Romance']",6.3,584
11467,America's Sweethearts,"['Comedy', 'Romance']",5.5,252
320,Insomnia,"['Crime', 'Mystery', 'Thriller']",6.8,1148
199,Star Trek: First Contact,"['ScienceFiction', 'Action', 'Adventure', 'Thriller']",7,661
20533,Jonah Hex,"['Action', 'Western', 'Drama', 'Fantasy', 'Thriller']",4.4,420
10684,Courage Under Fire,"['Drama', 'Thriller', 'Mystery', 'War']",6.2,232
1624,Liar Liar,['Comedy'],6.4,1424
325789,The Infiltrator,"['Crime', 'Drama', 'Thriller']",6.6,573
113464,Inchon,"['Drama', 'History', 'War']",6.5,2
888,The Flintstones,"['Fantasy', 'Comedy', 'Family']",5,543
82675,Taken 2,"['Action', 'Crime', 'Thriller']",6.1,2757
4256,Scary Movie 3,['Comedy'],5.8,912
1493,Miss Congeniality,"['Comedy', 'Crime', 'Action']",6.1,961
88751,Journey to the Center of the Earth,"['Action', 'ScienceFiction', 'Adventure', 'Comedy', 'Family']",5.8,1309
11130,The Princess Diaries 2: Royal Engagement,"['Comedy', 'Drama', 'Family', 'Romance']",6,697
9944,The Pelican Brief,"['Drama', 'Mystery', 'Thriller', 'Crime']",6.3,371
10731,The Client,"['Drama', 'Thriller', 'Crime', 'Mystery']",6.4,278
7350,The Bucket List,"['Drama', 'Comedy']",7,1111
9869,Patriot Games,"['Drama', 'Action', 'Thriller', 'Crime']",6.3,433
4379,Monster-in-Law,"['Romance', 'Comedy']",5.6,406
146233,Prisoners,"['Drama', 'Thriller', 'Crime']",7.9,3085
2034,Training Day,"['Action', 'Crime', 'Drama', 'Thriller']",7.3,1634
926,Galaxy Quest,"['Comedy', 'Family', 'ScienceFiction']",6.9,710
4248,Scary Movie 2,['Comedy'],5.4,982
64328,The Muppets,"['Comedy', 'Family', 'Music']",6.5,501
36647,Blade,"['Horror', 'Action']",6.5,1905
7214,Coach Carter,['Drama'],7.3,496
1537,Changing Lanes,"['Action', 'Adventure', 'Crime', 'Thriller']",5.9,299
9360,Anaconda,"['Adventure', 'Horror', 'Thriller']",4.7,610
6282,Coyote Ugly,['Comedy'],5.8,575
508,Love Actually,"['Comedy', 'Romance', 'Drama']",7,1869
9487,A Bug's Life,"['Adventure', 'Animation', 'Comedy', 'Family']",6.8,2303
768,From Hell,"['Horror', 'Mystery', 'Thriller']",6.6,741
2636,The Specialist,"['Action', 'Thriller']",5.5,313
10478,Tin Cup,"['Comedy', 'Drama', 'Romance']",5.9,150
27983,"Yours, Mine and Ours","['Comedy', 'Drama', 'Family']",6.2,26
9981,Kicking & Screaming,"['Romance', 'Comedy', 'Family']",5.6,176
7453,The Hitchhiker's Guide to the Galaxy,"['Adventure', 'Comedy', 'Family', 'ScienceFiction']",6.6,1315
15045,Fat Albert,"['Comedy', 'Drama', 'Family']",4.3,69
7737,Resident Evil: Extinction,"['Horror', 'Action', 'ScienceFiction']",6.1,1292
232672,Blended,['Comedy'],6.6,1006
17379,Last Holiday,"['Adventure', 'Comedy', 'Drama']",6.4,119
8987,The River Wild,"['Action', 'Adventure', 'Crime', 'Thriller']",6.1,210
11359,The Indian in the Cupboard,"['Adventure', 'Family', 'Fantasy']",5.9,134
82525,Savages,"['Crime', 'Drama', 'Thriller']",6.2,766
9759,Cellular,"['Action', 'Adventure', 'Crime', 'Thriller']",6.1,537
9486,Johnny English,"['Adventure', 'Action', 'Comedy']",6,852
9906,The Ant Bully,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']",5.5,366
841,Dune,"['Action', 'ScienceFiction', 'Adventure']",6.5,562
4688,Across the Universe,"['Adventure', 'Drama', 'Music', 'Romance']",7.1,410
4148,Revolutionary Road,"['Drama', 'Romance']",6.7,796
2207,16 Blocks,"['Action', 'Adventure', 'Crime', 'Thriller']",6.2,661
9381,Babylon A.D.,"['Action', 'Adventure', 'ScienceFiction', 'Thriller']",5.4,676
9625,The Glimmer Man,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",4.7,100
9304,Multiplicity,"['Comedy', 'Fantasy', 'ScienceFiction']",5.5,154
20856,Aliens in the Attic,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'ScienceFiction']",5.3,244
5955,The Pledge,"['Crime', 'Drama', 'Mystery', 'Thriller']",6.5,215
9899,The Producers,"['Comedy', 'Music']",6.1,151
9826,The Phantom,"['Adventure', 'Action']",4.7,136
21355,All the Pretty Horses,"['Drama', 'Romance', 'Western']",5.8,60
10858,Nixon,"['History', 'Drama']",7.1,71
11439,The Ghost Writer,"['Thriller', 'Mystery']",6.7,670
9457,Deep Rising,"['Adventure', 'Action', 'Horror', 'ScienceFiction']",6,154
12412,Miracle at St. Anna,"['Drama', 'War']",6.3,90
1494,Curse of the Golden Flower,"['Action', 'Drama', 'Fantasy']",6.6,203
13184,Bangkok Dangerous,"['Action', 'Crime', 'Thriller']",5,332
2185,Big Trouble,"['Action', 'Comedy', 'Thriller']",6.3,80
6639,Love in the Time of Cholera,"['Drama', 'Romance']",6.4,81
38153,Shadow Conspiracy,"['Action', 'Thriller']",4,11
58233,Johnny English Reborn,"['Crime', 'Adventure', 'Action', 'Comedy', 'Thriller']",6,1007
116977,Foodfight!,"['Animation', 'Action', 'Comedy', 'Family']",2.3,28
68734,Argo,"['Drama', 'Thriller']",7.1,3423
5503,The Fugitive,"['Adventure', 'Action', 'Thriller', 'Crime', 'Mystery']",7.2,1220
27573,The Bounty Hunter,['Action'],5.5,858
819,Sleepers,"['Crime', 'Drama', 'Thriller']",7.3,715
1369,Rambo: First Blood Part II,"['Action', 'Adventure', 'Thriller', 'War']",6.3,864
9623,The Juror,"['Drama', 'Thriller']",5.5,89
10895,Pinocchio,"['Animation', 'Family']",6.9,1355
10935,Heaven's Gate,"['Action', 'Drama', 'History', 'Western']",6.4,55
834,Underworld: Evolution,"['Fantasy', 'Action', 'ScienceFiction', 'Thriller']",6.4,1528
228066,Victor Frankenstein,"['Drama', 'ScienceFiction', 'Thriller']",5.6,685
711,Finding Forrester,['Drama'],7,302
10468,28 Days,"['Comedy', 'Drama']",6,208
10027,Unleashed,"['Action', 'Crime']",6.6,518
11812,The Sweetest Thing,"['Romance', 'Comedy']",5.3,280
37233,The Firm,"['Drama', 'Mystery', 'Thriller']",6.6,501
37950,Charlie St. Cloud,['Drama'],6.8,566
27582,The Mechanic,"['Action', 'Thriller', 'Crime']",6.3,1045
64688,21 Jump Street,"['Action', 'Comedy', 'Crime']",6.7,4074
509,Notting Hill,"['Romance', 'Comedy', 'Drama']",7,1262
7443,Chicken Run,"['Animation', 'Comedy', 'Family']",6.5,1150
5966,Along Came Polly,"['Comedy', 'Romance']",5.8,773
11066,Boomerang,"['Comedy', 'Romance']",5.4,134
136795,The Heat,"['Action', 'Comedy', 'Crime']",6.5,1575
8095,Cleopatra,"['Drama', 'History', 'Romance']",6.7,146
87826,Here Comes the Boom,['Comedy'],6,593
11560,High Crimes,"['Drama', 'Mystery', 'Thriller', 'Crime']",6.1,184
25189,The Mirror Has Two Faces,"['Comedy', 'Drama', 'Romance']",6.5,47
2637,The Mothman Prophecies,"['Drama', 'Horror', 'Mystery']",6.1,305
18480,Brüno,['Comedy'],5.4,518
709,Licence to Kill,"['Adventure', 'Action', 'Thriller']",5.9,541
49730,Red Riding Hood,"['Fantasy', 'Thriller', 'Horror']",5.6,922
2749,15 Minutes,"['Action', 'Crime', 'Thriller']",5.7,191
9607,Super Mario Bros.,"['Adventure', 'Comedy', 'Family', 'Fantasy']",4,232
1830,Lord of War,"['Crime', 'Drama', 'Thriller']",7,1335
79,Hero,"['Drama', 'Adventure', 'Action', 'History']",7.2,635
54054,One for the Money,"['Action', 'Comedy', 'Crime']",5.3,388
228967,The Interview,"['Action', 'Comedy']",6.1,2304
46528,The Warrior's Way,"['Adventure', 'Fantasy', 'Action', 'Western', 'Thriller']",6.3,136
27936,Micmacs,"['Action', 'Comedy', 'Crime']",6.8,148
65,8 Mile,['Drama'],6.8,1626
280391,Why I Did (Not) Eat My Father,"['Adventure', 'Comedy', 'Animation']",5.3,125
9476,A Knight's Tale,"['Adventure', 'Drama', 'Romance', 'Action']",6.6,907
10610,The Medallion,"['Thriller', 'Fantasy', 'Action', 'Comedy']",5.3,281
745,The Sixth Sense,"['Mystery', 'Thriller', 'Drama']",7.7,3147
49527,Man on a Ledge,"['Action', 'Thriller', 'Crime']",6.2,925
73937,The Big Year,['Comedy'],5.6,248
1885,The Karate Kid,['Drama'],6.9,891
168672,American Hustle,"['Drama', 'Crime']",6.8,2807
18240,The Proposal,"['Comedy', 'Romance', 'Drama']",6.7,1804
10398,Double Jeopardy,"['Crime', 'Drama', 'Mystery', 'Thriller']",6.2,278
165,Back to the Future Part II,"['Adventure', 'Comedy', 'Family', 'ScienceFiction']",7.4,3829
240832,Lucy,"['Action', 'ScienceFiction']",6.3,5878
216015,Fifty Shades of Grey,"['Drama', 'Romance', 'Thriller']",5.2,3254
12279,Spy Kids 3-D: Game Over,"['Action', 'Adventure', 'Comedy', 'Family', 'ScienceFiction']",4.7,511
1645,A Time to Kill,"['Crime', 'Drama', 'Thriller']",7,509
11007,Cheaper by the Dozen,['Comedy'],6,699
193756,Lone Survivor,"['Action', 'Drama', 'Thriller', 'War']",7.4,1526
11287,A League of Their Own,['Comedy'],6.7,354
259693,The Conjuring 2,['Horror'],7,1949
37799,The Social Network,['Drama'],7.1,3391
10184,He's Just Not That Into You,"['Comedy', 'Romance', 'Drama']",6.2,959
4257,Scary Movie 4,['Comedy'],5.3,750
4234,Scream 3,"['Horror', 'Mystery']",5.7,736
196,Back to the Future Part III,"['Adventure', 'Comedy', 'Family', 'ScienceFiction']",7.1,2900
257091,Get Hard,['Comedy'],5.9,944
6114,Dracula,"['Romance', 'Horror']",7.1,1056
24803,Julie & Julia,"['Romance', 'Drama']",6.6,560
109410,42,['Drama'],6.8,787
1213,The Talented Mr. Ripley,"['Thriller', 'Crime', 'Drama']",7,767
100042,Dumb and Dumber To,['Comedy'],5.4,1127
9036,Eight Below,"['Adventure', 'Drama', 'Family']",6.7,542
257211,The Intern,['Comedy'],7.1,1881
323675,Ride Along 2,"['Action', 'Comedy']",6.1,555
9361,The Last of the Mohicans,"['Action', 'Adventure', 'Drama', 'History', 'Romance', 'War']",7.1,732
1677,Ray,"['Drama', 'Music']",7.2,467
187,Sin City,"['Action', 'Thriller', 'Crime']",7.2,2691
7461,Vantage Point,"['Drama', 'Action', 'Thriller', 'Crime']",6.2,716
16538,"I Love You, Man",['Comedy'],6.5,515
9889,Shallow Hal,"['Comedy', 'Romance']",5.7,731
820,JFK,"['Drama', 'Thriller', 'History']",7.5,502
11565,Big Momma's House 2,"['Comedy', 'Crime']",5.4,371
6073,The Mexican,"['Action', 'Comedy', 'Crime', 'Romance']",5.8,441
16996,17 Again,['Comedy'],6.1,1350
193610,The Other Woman,"['Comedy', 'Romance']",6.2,1437
19912,The Final Destination,"['Horror', 'Mystery']",5.4,831
296098,Bridge of Spies,"['Thriller', 'Drama']",7.2,2583
8007,Behind Enemy Lines,"['Action', 'Drama', 'Thriller', 'War']",6,457
32823,Get Him to the Greek,['Comedy'],5.9,612
4380,Shall We Dance?,"['Drama', 'Romance', 'Comedy']",5.9,297
11551,Small Soldiers,"['Comedy', 'Adventure', 'Fantasy', 'ScienceFiction', 'Action']",6.2,511
10336,Spawn,"['Action', 'Adventure', 'Fantasy', 'Horror', 'ScienceFiction', 'Thriller']",5,336
11362,The Count of Monte Cristo,"['Action', 'Adventure', 'Drama', 'Thriller']",7.3,453
50348,The Lincoln Lawyer,"['Crime', 'Drama', 'Thriller']",7,902
48138,Unknown,"['Action', 'Mystery', 'Thriller']",6.5,1265
1124,The Prestige,"['Drama', 'Mystery', 'Thriller']",8,4391
227159,Horrible Bosses 2,['Comedy'],6.1,1536
68179,Escape from Planet Earth,"['Animation', 'Comedy', 'Adventure', 'Family', 'ScienceFiction']",5.7,332
1579,Apocalypto,"['Action', 'Adventure', 'Drama', 'Thriller']",7.3,1221
708,The Living Daylights,"['Action', 'Adventure', 'Thriller']",6.2,440
34851,Predators,"['Action', 'ScienceFiction', 'Adventure', 'Thriller']",6,1206
9930,Legal Eagles,"['Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']",5.8,51
1586,Secret Window,"['Thriller', 'Mystery']",6.4,972
2044,The Lake House,"['Romance', 'Drama', 'Mystery']",6.5,670
9913,The Skeleton Key,"['Drama', 'Horror', 'Mystery', 'Thriller']",6.4,573
71864,The Odd Life of Timothy Green,"['Fantasy', 'Drama', 'Comedy', 'Family']",6.5,386
10761,Made of Honor,"['Comedy', 'Romance']",6,394
209451,Jersey Boys,"['Music', 'Drama']",6.8,255
11975,The Rainmaker,"['Drama', 'Crime', 'Thriller']",6.7,235
4970,Gothika,"['Horror', 'Thriller']",5.8,629
11831,Amistad,"['Drama', 'History', 'Mystery']",6.8,316
9096,Medicine Man,['Adventure'],5.8,114
440,Aliens vs Predator: Requiem,"['Fantasy', 'Action', 'ScienceFiction', 'Thriller', 'Horror']",4.9,740
11011,Ri¢hie Ri¢h,"['Comedy', 'Family']",5.4,415
10641,Autumn in New York,"['Drama', 'Romance']",5.7,135
11172,Music and Lyrics,"['Comedy', 'Music', 'Romance']",6.2,554
39513,Paul,"['Adventure', 'Comedy', 'ScienceFiction']",6.5,1789
82687,The Guilt Trip,['Comedy'],5.4,284
41446,Scream 4,"['Horror', 'Mystery']",6.1,902
8224,8MM,"['Thriller', 'Crime', 'Mystery']",6.1,474
10537,The Doors,"['Drama', 'Music']",6.7,275
225886,Sex Tape,['Comedy'],5.3,1695
10385,Hanging Up,"['Comedy', 'Drama']",5,40
55779,Final Destination 5,"['Horror', 'Mystery']",5.9,866
10154,Mickey Blue Eyes,"['Comedy', 'Crime', 'Romance']",5.3,140
10647,Pay It Forward,"['Drama', 'Romance']",7,432
11431,Fever Pitch,"['Comedy', 'Drama', 'Romance']",5.9,182
8457,Drillbit Taylor,['Comedy'],5.5,275
188161,A Million Ways to Die in the West,"['Comedy', 'Western']",5.8,1468
8850,The Shadow,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'ScienceFiction']",5.4,138
64685,Extremely Loud & Incredibly Close,['Drama'],6.9,708
38357,Morning Glory,"['Comedy', 'Drama', 'Romance']",6.1,412
10060,Get Rich or Die Tryin',['Drama'],6.3,186
11398,The Art of War,"['Crime', 'Action', 'Adventure']",5.6,135
1833,Rent,"['Drama', 'Romance']",6.7,155
10391,Bless the Child,"['Drama', 'Horror', 'Thriller', 'Crime']",4.9,71
8970,The Out-of-Towners,['Comedy'],5,45
9306,The Island of Dr. Moreau,"['Fantasy', 'Horror', 'ScienceFiction']",4.6,147
11370,The Musketeer,"['Action', 'Adventure', 'Drama']",5.2,56
12184,The Other Boleyn Girl,['Drama'],6.4,477
1921,Sweet November,"['Drama', 'Romance']",6.4,278
1683,The Reaping,['Horror'],5.4,205
203,Mean Streets,"['Drama', 'Crime']",7.2,345
11858,Renaissance Man,"['Comedy', 'War']",5.9,81
62835,Colombiana,"['Action', 'Thriller', 'Crime', 'Drama']",6.5,824
18937,Quest for Camelot,"['Fantasy', 'Animation', 'Drama', 'Romance', 'Family']",6.9,190
13536,City By The Sea,"['Crime', 'Drama', 'Mystery']",5.7,92
15556,At First Sight,"['Drama', 'Romance']",5.9,48
10718,Torque,['Action'],4.7,119
11062,City Hall,"['Drama', 'Thriller']",6,67
10802,Showgirls,['Drama'],4.9,256
1887,Marie Antoinette,"['Drama', 'History']",6.5,642
6071,Kiss of Death,"['Action', 'Crime', 'Drama', 'Thriller']",5.7,81
10461,Get Carter,"['Action', 'Drama', 'Thriller', 'Crime']",4.8,145
80278,The Impossible,"['Thriller', 'Drama']",7,2025
12704,Ishtar,"['Action', 'Adventure', 'Comedy']",4.2,28
10315,Fantastic Mr. Fox,"['Adventure', 'Animation', 'Comedy', 'Family']",7.5,1176
16643,Life or Something Like It,"['Comedy', 'Drama', 'Romance']",5.7,124
2687,Memoirs of an Invisible Man,"['Comedy', 'Fantasy', 'ScienceFiction']",5.7,125
194,Amélie,"['Comedy', 'Romance']",7.8,3310
11025,New York Minute,['Comedy'],5.5,185
8849,Alfie,['Comedy'],5.6,248
78698,Big Miracle,"['Adventure', 'Drama', 'Romance']",6.6,152
30943,The Deep End of the Ocean,"['Drama', 'Mystery']",5.9,54
9544,FearDotCom,"['Horror', 'Thriller']",3.2,105
24418,Cirque du Freak: The Vampire's Assistant,"['Adventure', 'Fantasy', 'Action', 'Thriller']",5.5,348
7288,Duplex,"['Action', 'Comedy', 'Thriller']",5.9,482
14655,Soul Men,"['Comedy', 'Music']",6.3,47
24575,Raise the Titanic,"['Action', 'Drama', 'Thriller']",5.2,21
10366,Universal Soldier: The Return,"['Action', 'ScienceFiction']",4.2,135
19898,Pandorum,"['Action', 'Horror', 'Mystery', 'ScienceFiction', 'Thriller']",6.5,774
4965,Impostor,"['Action', 'ScienceFiction', 'Thriller']",6.1,135
15074,Extreme Ops,"['Action', 'Adventure', 'Drama', 'Thriller']",5,28
56715,Just Visiting,"['Comedy', 'Fantasy', 'ScienceFiction']",4.8,171
1272,Sunshine,"['ScienceFiction', 'Thriller']",7,1182
72358,A Thousand Words,"['Drama', 'Comedy']",6,373
20542,Delgo,"['Adventure', 'Fantasy', 'Animation', 'Comedy', 'ScienceFiction', 'Family']",5.4,15
266396,The Gunman,"['Action', 'Drama', 'Crime']",5.5,392
9978,Stormbreaker,"['Adventure', 'Action', 'Family']",5.1,213
8271,Disturbia,"['Thriller', 'Drama', 'Mystery']",6.6,1006
10428,Hackers,"['Action', 'Crime', 'Thriller', 'Drama']",6.2,398
5353,The Hunting Party,"['Action', 'Adventure', 'Thriller', 'Drama']",6.6,96
11934,The Hudsucker Proxy,"['Comedy', 'Drama']",7.1,275
14392,The Warlords,"['Action', 'Drama', 'History']",6.3,83
19495,Nomad: The Warrior,"['Action', 'History', 'War']",4.3,17
110415,Snowpiercer,"['Action', 'ScienceFiction', 'Drama']",6.7,2854
77459,A Monster in Paris,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",6.5,313
26486,The Last Shot,"['Action', 'Comedy']",5.9,15
9495,The Crow,"['Fantasy', 'Action', 'Thriller']",7.3,953
256040,Baahubali: The Beginning,"['Action', 'Adventure', 'War', 'History']",7.5,135
24420,The Time Traveler's Wife,"['Drama', 'Romance', 'Fantasy']",6.7,798
1257,Because I Said So,['Comedy'],5.8,191
62214,Frankenweenie,"['Animation', 'Comedy', 'Family']",6.6,932
16320,Serenity,"['ScienceFiction', 'Action', 'Adventure', 'Thriller']",7.4,1264
8842,Against the Ropes,"['Romance', 'Drama']",4.5,32
9531,Superman III,"['Comedy', 'Action', 'Adventure', 'Fantasy', 'ScienceFiction']",5.3,490
64807,Grudge Match,['Comedy'],6,433
12289,Red Cliff,"['Adventure', 'Drama', 'Action']",7.1,205
11529,Sweet Home Alabama,"['Comedy', 'Romance']",6,394
20943,The Ugly Truth,"['Comedy', 'Romance']",6.4,972
9099,Sgt. Bilko,"['Comedy', 'Family']",5.5,94
9488,Spy Kids 2: The Island of Lost Dreams,"['Action', 'Adventure', 'Family']",5.3,521
193,Star Trek: Generations,"['ScienceFiction', 'Action', 'Adventure', 'Thriller']",6.4,452
44865,The Grandmaster,"['Action', 'Drama', 'History']",6.3,273
55787,Water for Elephants,"['Drama', 'Romance']",6.7,850
257932,Dragon Nest: Warriors' Dawn,"['Adventure', 'Family', 'Fantasy', 'Animation']",6.8,19
10400,The Hurricane,['Drama'],7.2,396
1957,Enough,"['Drama', 'Thriller']",6.2,264
10833,Heartbreakers,"['Crime', 'Comedy', 'Romance']",5.7,254
256961,Paul Blart: Mall Cop 2,"['Action', 'Comedy', 'Family']",5,567
5852,Angel Eyes,"['Drama', 'Romance', 'Thriller']",5.6,88
12312,Joe Somebody,['Comedy'],5.5,40
622,The Ninth Gate,"['Horror', 'Mystery', 'Thriller']",6.3,756
11306,Extreme Measures,"['Drama', 'Thriller']",5.7,80
12508,Rock Star,"['Music', 'Drama', 'Comedy']",6,190
25793,Precious,['Drama'],6.9,417
10534,White Squall,"['Action', 'Drama']",6.3,86
1091,The Thing,"['Horror', 'Mystery', 'ScienceFiction']",7.8,1588
87421,Riddick,"['ScienceFiction', 'Action', 'Thriller']",6.2,2035
10871,Switchback,"['Action', 'Adventure', 'Mystery', 'Thriller']",5.8,52
13503,Texas Rangers,"['Action', 'Western']",5.4,19
13600,City of Ember,"['Adventure', 'Family', 'Fantasy']",6.2,605
68722,The Master,['Drama'],7,701
14324,Virgin Territory,"['Adventure', 'Action', 'Comedy', 'Romance']",4.3,75
14325,The Express,['Drama'],7.1,71
299687,The 5th Wave,"['Adventure', 'ScienceFiction']",5.6,1945
312221,Creed,['Drama'],7.3,1915
23168,The Town,"['Crime', 'Drama', 'Thriller']",7,1468
76494,What to Expect When You're Expecting,"['Romance', 'Comedy', 'Drama']",5.8,594
4944,Burn After Reading,"['Comedy', 'Drama']",6.5,1222
10488,Nim's Island,"['Adventure', 'Comedy', 'Family', 'Fantasy']",5.6,330
96721,Rush,"['Drama', 'Action']",7.7,2277
334,Magnolia,['Drama'],7.5,825
23742,Cop Out,"['Action', 'Comedy', 'Crime']",5.3,511
259694,How to Be Single,"['Comedy', 'Romance']",5.9,1201
62837,Dolphin Tale,"['Drama', 'Family']",6.7,163
8966,Twilight,"['Adventure', 'Fantasy', 'Drama', 'Romance']",5.8,3561
8470,John Q,"['Drama', 'Thriller', 'Crime']",7,594
11001,Blue Streak,"['Action', 'Comedy', 'Crime']",6.1,352
138832,We're the Millers,"['Comedy', 'Crime']",6.8,2972
16911,The Inhabited Island,"['Action', 'Fantasy', 'ScienceFiction', 'Thriller']",5.3,23
2163,Breakdown,"['Drama', 'Action', 'Thriller']",6.6,198
36670,Never Say Never Again,"['Adventure', 'Action', 'Thriller']",5.8,338
23048,Hot Tub Time Machine,"['ScienceFiction', 'Comedy', 'Adventure']",6,894
227735,Dolphin Tale 2,"['Family', 'Drama']",6.7,96
2155,Reindeer Games,['Thriller'],5.4,173
8409,A Man Apart,"['Action', 'Drama']",5.8,258
222936,Aloha,"['Drama', 'Comedy', 'Romance']",5.2,692
31908,Ghosts of Mississippi,"['History', 'Drama']",6.2,40
10219,Snow Falling on Cedars,"['Drama', 'Romance']",6.3,32
48171,The Rite,"['Drama', 'Thriller', 'Horror']",5.8,556
782,Gattaca,"['Thriller', 'ScienceFiction', 'Mystery', 'Romance']",7.5,1808
75531,Isn't She Great,"['Drama', 'Comedy']",4.6,14
11802,Space Chimps,"['Animation', 'Family']",5.2,99
9776,Head of State,['Comedy'],5.3,71
18785,The Hangover,['Comedy'],7.2,6173
365222,Ip Man 3,"['Action', 'Drama', 'History']",6.5,379
817,Austin Powers: The Spy Who Shagged Me,"['Adventure', 'Comedy', 'Crime', 'ScienceFiction']",6.2,1011
268,Batman,"['Fantasy', 'Action']",7,2096
2661,Batman,"['Family', 'Adventure', 'Comedy', 'ScienceFiction', 'Crime']",6.1,203
45054,There Be Dragons,['Drama'],5.9,27
943,Lethal Weapon 3,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']",6.4,811
22881,The Blind Side,['Drama'],7.2,1597
10054,Spy Kids,"['Action', 'Comedy', 'Family', 'Adventure']",5.5,867
51540,Horrible Bosses,"['Comedy', 'Crime']",6.5,2277
44264,True Grit,"['Drama', 'Adventure', 'Western']",7.2,1668
350,The Devil Wears Prada,"['Comedy', 'Drama', 'Romance']",7,3088
152,Star Trek: The Motion Picture,"['ScienceFiction', 'Adventure', 'Mystery']",6.2,530
109431,Identity Thief,"['Comedy', 'Crime']",5.6,1645
1598,Cape Fear,"['Crime', 'Thriller']",7,675
8065,21,"['Drama', 'Crime']",6.5,1375
271718,Trainwreck,['Comedy'],5.9,1181
11638,Guess Who,"['Comedy', 'Romance']",5.5,225
409,The English Patient,"['Drama', 'Romance', 'War']",7,542
2118,L.A. Confidential,"['Crime', 'Drama', 'Mystery', 'Thriller']",7.7,1310
11459,Sky High,"['Adventure', 'Comedy', 'Family']",5.8,550
10806,In & Out,"['Comedy', 'Romance']",6.3,177
9348,Species,"['ScienceFiction', 'Horror', 'Action']",5.5,453
377,A Nightmare on Elm Street,['Horror'],7.2,1180
8843,The Cell,"['Horror', 'ScienceFiction', 'Thriller']",6,436
9313,The Man in the Iron Mask,"['Action', 'Adventure', 'Drama']",6.3,1018
39486,Secretariat,['Drama'],6.8,103
1273,TMNT,"['Adventure', 'Animation', 'Comedy', 'Family']",6,345
13920,Radio,['Drama'],6.8,141
50544,Friends with Benefits,"['Romance', 'Comedy']",6.5,2237
325133,Neighbors 2: Sorority Rising,['Comedy'],5.6,1462
140823,Saving Mr. Banks,"['Comedy', 'Drama', 'History']",7.3,1226
1883,Malcolm X,"['Drama', 'History']",7.2,370
89492,This Is 40,['Comedy'],5.6,896
22949,Old Dogs,"['Comedy', 'Family']",5.2,210
12437,Underworld: Rise of the Lycans,"['Fantasy', 'Action', 'Adventure', 'ScienceFiction', 'Thriller']",6.2,1428
2959,License to Wed,['Comedy'],5.2,253
